,name,age,job,incomeUSD,creditScore,ccNumber,married,hasChildren,height,weight,eyeColor,email,gender,hasDegree,bloodType,username,politicalLeaning,religion,doB,gpa,address.streetAddress,address.city,address.state,address.country,address.zip,address.geonameId,address.phoneNumber,address.ipAddress,address.countryCode,height_inches,weight_pounds,bmi,health,healthy_bmi_range,income level,region,state_population,state_per_capita_income
191,Hugh Dach,21,Police Officer,75055,827,6767-0159-0204-6760-755,True,True,161.0,54.7,GREEN,hughdach@hotmail.com,Female,False,B+,hugh92,0.04,Hinduism,Thu May 29 13:48:57 UTC 2003,3.0,684 Koss Isle,Fort Bragg,New Jersey,United States,79368,4152820,+1 70409577411,52.243.36.135,US,63.38582677165354,120.61350000000002,21.1,Normal,18.5 - 25,Middle income,Northeast,9288994,"78,700"
192,Vera Kohler,35,Delivery Driver,42307,433,6007-2286-1734-0564,True,False,176.0,59.1,GRAY,verakohler@gmail.com,Male,False,A+,vera71,-0.74,Christianity,Mon Aug 14 08:25:00 UTC 1989,2.0,0456 Renner Mill,Lumberton,North Carolina,United States,80957-8257,4893171,+1 87648413372,244.194.200.16,US,69.29133858267717,130.31550000000001,19.08,Normal,18.5 - 25,Low income,South,10439388,"57,416"
193,Misti Haley,18,Videographer,70505,622,6007-2225-9298-3787,False,False,160.0,65.8,BROWN,mistihaley@gmail.com,Male,False,A-,misti89,-0.62,Hinduism,Mon Nov 14 20:44:30 UTC 2005,1.6,204 Brakus Branch,Tustin,South Carolina,United States,39173-8773,5004359,+1 92619346469,101.4.55.34,US,62.99212598425197,145.089,25.7,Healthy weight,5 - 85,Middle income,South,5118425,"53,320"
194,Charolette Halvorson,61,Aircraft Mechanic,65978,790,3687-739335-5507,False,True,166.0,60.6,GRAY,charolette.charolette@gmail.com,Male,False,B+,charolette99,-0.12,Christian,Sun Mar 31 12:19:33 UTC 1963,2.6,574 Ondricka Valleys,Channelview,Missouri,United States,67731,4955840,+1 59721099620,10.169.16.68,US,65.35433070866142,133.62300000000002,21.99,Normal,18.5 - 25,Middle income,Midwest,6154913,"56,551"
195,Kiana Jakubowski,49,Nurse,108008,551,3708-887572-75201,True,True,166.0,59.2,GRAY,kiana_jakubowski@outlook.com,Male,True,B-,kiana8,-0.63,Islam,Tue Nov 05 09:00:28 UTC 1974,0.0,552 Shery Freeway,Wade Hampton,North Carolina,United States,56463,5125738,+1 77923443250,47.43.208.87,US,65.35433070866142,130.536,21.48,Normal,18.5 - 25,Middle income,South,10439388,"57,416"
196,Tamela Nienow,52,Statistician,82328,390,3529-4662-6292-3831,True,True,161.0,69.6,GRAY,tamelanienow@yahoo.com,Female,False,A-,tamela71,0.13,Christian,Wed Oct 20 14:16:16 UTC 1971,0.9,923 Schamberger Viaduct,Riverview,Pennsylvania,United States,63508,4145941,+1 33876534417,220.209.157.129,US,63.38582677165354,153.468,26.85,Overweight,18.5 - 25,Middle income,Northeast,13002700,"65,167"
197,Essie Doyle,25,Hair Stylist,54381,635,6771-8982-4039-4685,False,True,156.0,64.2,GRAY,doyle.doyle@gmail.com,Female,True,A+,essie19,-0.38,Islam,Wed Aug 18 02:05:55 UTC 1999,0.9,014 Sam Valley,Dyersburg,Massachusetts,United States,44038,7874852,+692 0986902,169.163.129.168,MH,61.41732283464567,141.561,26.38,Overweight,18.5 - 25,Middle income,Northeast,7029917,"84,945"
198,Dustin Brown,45,Landscape Designer,68511,427,6007-2247-7026-3347,False,True,160.0,64.9,BROWN,dustin_brown@yahoo.com,Male,False,A+,dustin14,-0.03,Islam,Mon Feb 19 02:44:35 UTC 1979,3.1,1441 Sporer Curve,Lynwood,Missouri,United States,97917-5994,4908236,+1 60149717250,223.73.197.164,US,62.99212598425197,143.10450000000003,25.35,Overweight,18.5 - 25,Middle income,Midwest,6154913,"56,551"
199,Mose Kovacek,24,Talent Acquisition Specialist,73899,775,3750-998686-93093,False,False,160.0,69.1,GRAY,mose@gmail.com,Male,True,B+,mose76,-0.1,Islam,Sun May 28 19:36:26 UTC 2000,1.9,92299 Loren Underpass,Lake in the Hills,Florida,United States,52863-4982,4678901,+1 44368473322,170.130.5.226,US,62.99212598425197,152.3655,26.99,Overweight,18.5 - 25,Middle income,South,21538187,"63,597"
200,Julie Upton,20,Procurement Manager,82955,351,6304112825606000,True,True,160.0,56.0,GREEN,julieupton@outlook.com,Female,False,B-,julie39,-0.3,Christian,Sun Jun 06 05:48:32 UTC 2004,2.7,846 Beier Light,Tarpon Springs,Florida,United States,57633,4876523,+1 16699632594,198.91.177.234,US,62.99212598425197,123.48,21.87,Normal,18.5 - 25,Middle income,South,21538187,"63,597"
201,Kandi Larkin,32,Chemical Engineer,104408,752,4452820680147,False,False,175.0,44.2,BROWN,kandi@hotmail.com,Female,True,B-,kandi70,0.27,Christian,Tue May 26 18:29:06 UTC 1992,2.8,54953 Buckridge Village,Wasco,Missouri,United States,75478-3277,4501931,+1 25672743864,118.70.39.63,US,68.89763779527559,97.46100000000001,14.43,Severe Thinness,18.5 - 25,Middle income,Midwest,6154913,"56,551"
202,Carol Cassin,47,Speech-Language Pathologist,87325,589,3485-459173-13129,False,False,165.0,44.7,GRAY,carol@hotmail.com,Female,False,B+,carol59,-0.41,Buddhism,Sat Feb 12 17:48:56 UTC 1977,2.3,10412 Simonis Ville,Maumelle,Utah,United States,35951-1728,4921100,+1 28786716076,119.175.113.28,US,64.96062992125984,98.5635,16.42,Moderate Thinness,18.5 - 25,Middle income,West,3271616,"57,925"
203,Anthony Bosco,37,Office Manager,77712,639,6759-4308-9936-0501-886,False,False,165.0,60.7,HAZEL,anthony@gmail.com,Female,True,A+,anthony34,0.42,Christianity,Wed Aug 26 00:52:42 UTC 1987,3.2,53789 Sherie Square,Jasmine Estates,Utah,United States,39832,4868404,+1 04094213507,0.38.43.206,US,64.96062992125984,133.8435,22.3,Normal,18.5 - 25,Middle income,West,3271616,"57,925"
204,Oneida Dare,38,Fitness Trainer,54323,600,6759-4460-0301-0175,True,True,170.0,55.1,BLUE,oneida@gmail.com,Male,True,A+,oneida58,-0.27,Christian,Fri Apr 18 10:54:31 UTC 1986,2.3,8143 Elizabet Drive,Kennesaw,Tennessee,United States,91168-3009,5264870,+1 52572573730,34.60.23.23,US,66.92913385826772,121.4955,19.07,Normal,18.5 - 25,Middle income,South,6910840,"58,279"
205,Yi Christiansen,19,History Teacher,70690,624,6011-6194-3245-2747,True,False,150.0,64.5,AMBER,yichristiansen@yahoo.com,Male,True,A-,yi64,0.73,Christianity,Sat Aug 28 23:37:35 UTC 2004,2.8,41634 Thad Via,Copperas Cove,Colorado,United States,24876-1870,4343327,+1 17873511593,235.205.245.98,US,59.05511811023622,142.2225,28.67,Healthy weight,5 - 85,Middle income,Unknown,5773714,"74,167"
206,Antone Legros,34,Neuroscientist,105051,571,6709804428334177,True,True,156.0,70.2,BROWN,antone@hotmail.com,Female,True,A-,antone21,-0.65,Christian,Sat Oct 14 20:14:44 UTC 1989,2.5,328 Reagan Groves,Westerly,California,United States,67848-0417,4920423,+1 60909508810,121.177.214.0,US,61.41732283464567,154.79100000000003,28.85,Overweight,18.5 - 25,Middle income,West,39538223,"77,339"
207,Bernie Lakin,55,Nanotechnologist,109300,519,6767-2519-7204-0221-44,False,True,155.0,71.0,GRAY,bernie.lakin@gmail.com,Male,False,A+,bernie67,0.02,Hinduism,Thu Sep 25 21:02:42 UTC 1969,3.2,320 Royce Ferry,Maryland Heights,Illinois,United States,02035,5172485,+1 90376267265,28.209.129.24,US,61.023622047244096,156.555,29.55,Overweight,18.5 - 25,Middle income,Midwest,12812508,"68,822"
208,Manda Satterfield,23,Office Clerk,33482,636,3529-9969-0100-7422,True,True,165.0,74.9,GREEN,satterfield.manda@gmail.com,Male,False,B+,manda70,-0.92,Buddhism,Thu Oct 11 23:14:33 UTC 2001,1.8,0876 Thompson Summit,Trotwood,Florida,United States,40422,616631,+374 79908867,179.189.78.24,AM,64.96062992125984,165.1545,27.51,Overweight,18.5 - 25,Low income,South,21538187,"63,597"
209,Fatimah Shanahan,34,Lawyer,124658,607,4683-6186-4880-6193,True,True,165.0,74.4,BLUE,fatimah@hotmail.com,Female,False,B-,fatimah0,-0.27,Christian,Wed Sep 19 21:24:05 UTC 1990,3.1,1685 Kyle Trail,North Chicopee,Illinois,United States,69636-2324,5830062,+1 91783535554,229.12.141.206,US,64.96062992125984,164.05200000000002,27.33,Overweight,18.5 - 25,Middle income,Midwest,12812508,"68,822"
210,Sabine Beahan,18,Wind Energy Engineer,103272,510,6007-2270-0748-2671,False,False,161.0,80.5,GRAY,sabine@gmail.com,Male,False,AB+,sabine23,-0.56,Christian,Fri Aug 18 07:51:42 UTC 2006,2.7,07042 Doretta Fort,Compton,New Jersey,United States,07749,4239714,+1 58587714050,185.231.222.77,US,63.38582677165354,177.5025,31.06,Healthy weight,5 - 85,Middle income,Northeast,9288994,"78,700"
211,Adrian Braun,18,Hindu Priest,54785,573,6759-4431-5267-9694,False,False,155.0,55.9,GREEN,adrianbraun@gmail.com,Female,False,AB+,adrian37,-0.49,Buddhism,Thu Oct 27 19:14:02 UTC 2005,0.0,2392 Olimpia Parkway,Tullahoma,Utah,United States,62902,4676920,+1 24042641672,7.159.28.111,US,61.023622047244096,123.2595,23.27,Healthy weight,5 - 85,Middle income,West,3271616,"57,925"
212,Joellen Bechtelar,43,Yoga Instructor,36107,417,6759-2898-1783-0484-147,True,True,166.0,64.4,BLUE,bechtelar.joellen@outlook.com,Male,False,B+,joellen90,0.2,Christian,Tue Nov 18 00:07:27 UTC 1980,2.7,92886 Bins Underpass,Tracy,New York,United States,47085-5065,5740099,+1 62754031667,241.4.3.200,US,65.35433070866142,142.002,23.37,Normal,18.5 - 25,Low income,Northeast,20201249,"78,089"
213,Taylor Gorczany,41,Uber Driver,31444,512,4929648083877,True,True,151.0,79.0,BLUE,taylor.taylor@gmail.com,Male,False,AB+,taylor89,0.08,Christian,Mon Apr 25 14:01:19 UTC 1983,2.9,2261 Felix Centers,Wilmette,New York,United States,69619-9188,4628735,+1 11109378753,144.68.130.126,US,59.44881889763779,174.195,34.65,Obese Class I,18.5 - 25,Low income,Northeast,20201249,"78,089"
214,Billy Hahn,54,Lawn Care Specialist,35957,642,3528-4439-0513-0380,True,True,176.0,59.7,BLUE,billyhahn@hotmail.com,Female,False,B-,billy54,-0.23,Islam,Fri Jul 25 14:58:32 UTC 1969,2.6,68849 Fisher Street,Mountain Brook,Wisconsin,United States,86018,4518264,+1 43722312535,43.26.90.14,US,69.29133858267717,131.63850000000002,19.27,Normal,18.5 - 25,Low income,Midwest,5893718,"61,210"
215,Rich Beahan,25,Biochemist,93187,352,6007-2294-8542-2047,False,False,155.0,56.0,BROWN,beahan@yahoo.com,Female,False,O+,rich78,-0.11,Buddhism,Mon Nov 09 05:46:46 UTC 1998,3.5,789 Sherry Trail,Naperville,Florida,United States,17328-4763,4926170,+1 14688398140,191.240.74.28,US,61.023622047244096,123.48,23.31,Normal,18.5 - 25,Middle income,South,21538187,"63,597"
216,Ayanna Witting,20,Astronaut,209179,440,5019-7454-4020-7981,False,False,155.0,59.4,BLUE,ayannawitting@hotmail.com,Female,False,A-,ayanna81,-0.75,Hinduism,Thu May 29 03:39:20 UTC 2003,1.0,81942 Gay Green,Hanover,California,United States,97975-7340,5002656,+1 01779300953,80.193.15.87,US,61.023622047244096,130.977,24.72,Normal,18.5 - 25,Upper income,West,39538223,"77,339"
217,Marcel Hartmann,46,Cartographer,72441,509,6767-1197-7117-6797,False,True,166.0,55.5,GRAY,marcelhartmann@hotmail.com,Male,False,B-,marcel93,-0.27,Christian,Fri Aug 25 15:53:44 UTC 1978,3.7,04970 Bernadette Stravenue,Jamestown,Nevada,United States,28100,1738294,+60 607466160,113.129.47.62,MY,65.35433070866142,122.3775,20.14,Normal,18.5 - 25,Middle income,West,3104614,"61,282"
218,Ken Lockman,26,Veterinarian,85464,605,5019-5049-9334-3960,True,False,165.0,65.4,BLUE,kenlockman@gmail.com,Male,False,B+,ken0,-0.28,Islam,Tue Apr 14 03:36:40 UTC 1998,2.8,78967 Shanahan Row,Wyandotte,New Jersey,United States,66996-3154,4177872,+1 23784791576,28.248.254.72,US,64.96062992125984,144.20700000000002,24.02,Normal,18.5 - 25,Middle income,Northeast,9288994,"78,700"
219,Royal Sporer,22,Web Developer,86588,596,6771-8928-6142-0416,True,False,170.0,60.0,GRAY,royalsporer@yahoo.com,Male,False,A+,royal3,-0.11,Christian,Fri Oct 05 16:25:24 UTC 2001,2.4,1117 Bo Passage,Claremore,California,United States,96329-4097,5520677,+1 20745487979,84.147.27.58,US,66.92913385826772,132.3,20.76,Normal,18.5 - 25,Middle income,West,39538223,"77,339"
220,Beata Williamson,30,Veterinarian,88076,729,6007-2233-2698-6617,True,True,166.0,75.1,GREEN,beata_williamson@hotmail.com,Female,False,AB-,beata67,0.97,Christianity,Mon Jan 24 02:01:13 UTC 1994,2.6,25530 Cristopher Harbor,Cooper City,New Jersey,United States,09629-0517,4598353,+1 21472740218,53.97.176.101,US,65.35433070866142,165.5955,27.25,Overweight,18.5 - 25,Middle income,Northeast,9288994,"78,700"
221,Derick Weber,30,Telephone Sales Representative,33316,613,5019-8549-3591-7326,False,False,170.0,64.7,BLUE,derick@yahoo.com,Female,True,AB+,derick8,-0.25,Christian,Mon Dec 05 20:22:26 UTC 1994,4.0,3929 Bob Bypass,Riverside,Illinois,United States,48636,5397376,+1 15109468804,30.77.180.215,US,66.92913385826772,142.6635,22.39,Normal,18.5 - 25,Low income,Midwest,12812508,"68,822"
222,Charleen Jenkins,29,Uber Driver,34995,566,6771715139132218,False,False,160.0,60.9,AMBER,charleenjenkins@hotmail.com,Female,True,A+,charleen18,-1.0,Christianity,Tue Oct 11 20:45:45 UTC 1994,2.7,212 Trinidad Extension,Burlington,Nevada,United States,88783-5659,4908068,+1 89024195747,184.162.24.194,US,62.99212598425197,134.2845,23.79,Normal,18.5 - 25,Low income,West,3104614,"61,282"
223,Toby Altenwerth,18,IT Manager,66010,509,6007-2265-6424-1595,False,False,151.0,59.8,BLUE,toby.toby@yahoo.com,Female,False,A+,toby89,-0.18,Christian,Sun Mar 05 11:32:26 UTC 2006,0.0,34704 Freddie Path,Hendersonville,Colorado,United States,93865-9710,4898015,+1 20718801506,204.125.227.89,US,59.44881889763779,131.859,26.23,Healthy weight,5 - 85,Middle income,Unknown,5773714,"74,167"
224,Yuko Tremblay,40,Fire Marshal,72319,421,6771635799580938,False,True,145.0,55.3,BROWN,yuko.tremblay@yahoo.com,Female,True,A-,yuko54,-0.05,Christianity,Tue Oct 04 04:17:32 UTC 1983,1.7,115 Eli Village,Apopka,New York,United States,89461-1164,5014681,+1 83913728457,115.132.4.208,US,57.08661417322835,121.9365,26.3,Overweight,18.5 - 25,Middle income,Northeast,20201249,"78,089"
225,Solomon Koepp,20,Recruiter,67410,617,5019-0794-5113-9143,False,False,150.0,75.1,BLUE,solomon@gmail.com,Male,True,B+,solomon48,0.08,Christianity,Sun Apr 04 19:42:03 UTC 2004,3.3,917 Alica Extension,Ridgecrest,Indiana,United States,67768,2444489,+227 38637484,204.140.118.124,NE,59.05511811023622,165.5955,33.38,Obese Class I,18.5 - 25,Middle income,Midwest,6785528,"57,930"
226,Rick Brekke,64,Cleaner,30736,500,3451-281997-90349,True,True,161.0,60.6,GREEN,rickbrekke@gmail.com,Male,False,B-,rick39,0.57,Hinduism,Mon Feb 20 23:09:08 UTC 1961,2.0,9908 Monte Trail,Weirton,Illinois,United States,19589-3806,5110629,+1 83550906670,130.196.128.61,US,63.38582677165354,133.62300000000002,23.38,Normal,18.5 - 25,Low income,Midwest,12812508,"68,822"
227,Marisela Grimes,33,Chief Innovation Officer (CINO),176991,481,6771-8904-5084-9219,False,False,161.0,74.3,BROWN,marisela_grimes@gmail.com,Male,False,A-,marisela1,-0.72,Christian,Sun Jul 15 15:41:46 UTC 1990,2.9,0923 Beer Route,Henderson,California,United States,47425,5221659,+1 32672631545,220.243.215.224,US,63.38582677165354,163.8315,28.66,Overweight,18.5 - 25,Upper income,West,39538223,"77,339"
228,Judith Fisher,18,Math Teacher,74341,754,5019-1857-6657-5903,False,False,161.0,49.6,BLUE,judithfisher@outlook.com,Female,False,O+,judith41,-0.37,Islam,Fri Feb 24 06:30:25 UTC 2006,2.4,43722 Douglas Throughway,Moline,Washington,United States,76094,5808276,+1 15498825733,67.1.252.76,US,63.38582677165354,109.36800000000001,19.14,Healthy weight,5 - 85,Middle income,West,7705281,"75,698"
229,Elnora Mayer,22,Copywriter,76896,521,3529-9433-6631-3176,False,False,171.0,75.5,GRAY,elnora.mayer@gmail.com,Male,True,A+,elnora52,0.09,Christianity,Sun Apr 07 17:57:27 UTC 2002,3.4,24093 Rigoberto Harbor,Morton,New York,United States,88600-7551,7284841,+36 286521847,65.144.124.248,HU,67.32283464566929,166.4775,25.82,Overweight,18.5 - 25,Middle income,Northeast,20201249,"78,089"
230,Toya Larkin,38,Driller,60842,641,6011-1615-7158-6381,True,True,161.0,60.7,GREEN,toya@gmail.com,Female,False,A-,toya98,0.91,Christian,Sun Nov 10 02:27:03 UTC 1985,3.2,25070 Hipolito Crossroad,Elizabethtown,Massachusetts,United States,75630-3425,3720824,+509 60422959,239.115.30.8,HT,63.38582677165354,133.8435,23.42,Normal,18.5 - 25,Middle income,Northeast,7029917,"84,945"
231,Margurite Mueller,32,Lyft Driver,32502,793,3528-1759-3717-6177,False,False,156.0,65.7,BROWN,margurite_mueller@yahoo.com,Female,False,B+,margurite28,-0.56,Christianity,Tue Mar 17 17:52:57 UTC 1992,3.9,469 Lubowitz Grove,Bradenton,Illinois,United States,95700-8715,5403022,+1 06055079995,229.189.208.70,US,61.41732283464567,144.8685,27.0,Overweight,18.5 - 25,Low income,Midwest,12812508,"68,822"
232,Tameika Cole,30,Corrections Officer,64694,616,3686-531801-1081,True,True,160.0,75.3,BROWN,tameika_cole@outlook.com,Male,False,A+,tameika38,0.22,Hinduism,Mon Aug 01 22:56:46 UTC 1994,2.9,4934 Norberto Isle,Castro Valley,Florida,United States,07165-6671,5104755,+1 87826897429,171.179.132.222,US,62.99212598425197,166.0365,29.41,Overweight,18.5 - 25,Middle income,South,21538187,"63,597"
233,Nathan Hegmann,57,Science Teacher,71386,514,6007-2251-3731-8989,True,True,171.0,59.9,BLUE,nathanhegmann@gmail.com,Female,False,A+,nathan92,-0.16,Islam,Thu Jun 23 10:26:44 UTC 1966,2.9,441 Wolf Dale,Anderson,Washington,United States,64492-6951,5128266,+1 32926271714,91.88.146.105,US,67.32283464566929,132.0795,20.48,Normal,18.5 - 25,Middle income,West,7705281,"75,698"
234,Miquel Ankunding,31,Music Teacher,68647,495,4240422619658,False,False,160.0,65.5,BROWN,miquel_ankunding@yahoo.com,Female,False,A+,miquel69,-0.19,Christianity,Wed May 05 05:06:31 UTC 1993,3.8,41137 Joline Pines,Altus,Nevada,United States,07902-1839,5253219,+1 19600242483,74.238.77.184,US,62.99212598425197,144.4275,25.59,Overweight,18.5 - 25,Middle income,West,3104614,"61,282"
235,Lilia Oberbrunner,43,Cost Estimator,69136,575,4759-0532-6850-7328,True,False,181.0,74.3,GRAY,lilia@gmail.com,Male,False,B+,lilia13,0.52,Christianity,Wed Aug 19 16:01:59 UTC 1981,2.3,996 Maria Alley,East Millcreek,Illinois,United States,02407-6654,5601538,+1 45660347740,201.246.33.201,US,71.25984251968504,163.8315,22.68,Normal,18.5 - 25,Middle income,Midwest,12812508,"68,822"
236,Laci Quigley,27,Agricultural Engineer,67001,618,6759-7198-9722-1181-304,False,False,166.0,50.8,GRAY,laciquigley@outlook.com,Female,False,A+,laci63,-0.58,Christian,Thu Apr 17 05:42:01 UTC 1997,2.8,797 Carrol Cape,Town 'n' Country,Mississippi,United States,29154-2419,4699442,+1 22524320049,186.3.22.22,US,65.35433070866142,112.014,18.44,Mild Thinness,18.5 - 25,Middle income,South,2961279,"46,248"
237,Erik Rice,35,Human Resources Specialist,62697,753,4032-9400-4095-4035,True,False,165.0,59.1,GRAY,erik@yahoo.com,Female,True,A+,erik7,0.03,Hinduism,Thu Dec 08 01:16:48 UTC 1988,2.5,1332 Buddy Lane,Beverly Cove,Minnesota,United States,89667-7029,4354821,+1 77155666609,219.174.225.11,US,64.96062992125984,130.31550000000001,21.71,Normal,18.5 - 25,Middle income,Midwest,5706494,"68,010"
238,Ernesto Emmerich,57,Mechanic,45560,571,3743-363300-59342,True,False,151.0,60.4,BLUE,ernestoemmerich@outlook.com,Female,True,A+,ernesto11,-0.07,Christian,Mon Jun 19 15:04:42 UTC 1967,3.2,95710 Wilkinson Orchard,Pottstown,Kansas,United States,32997,4161438,+1 21676838519,238.121.62.220,US,59.44881889763779,133.182,26.49,Overweight,18.5 - 25,Low income,Midwest,2937880,"60,152"
239,Isidro Quitzon,41,Paramedic,114778,432,3529-2192-5334-3471,True,True,171.0,59.7,BROWN,isidro@gmail.com,Female,True,A+,isidro0,-0.79,Christianity,Wed Aug 24 12:55:51 UTC 1983,2.7,751 Dicki Wells,Rocky Mount,New York,United States,69307,5344157,+1 93117904617,141.6.50.189,US,67.32283464566929,131.63850000000002,20.42,Normal,18.5 - 25,Middle income,Northeast,20201249,"78,089"
240,Jim Gutkowski,33,Energy Engineer,89398,515,6771-8951-8730-0915,False,False,156.0,45.6,BLUE,gutkowski.jim@hotmail.com,Female,True,B-,jim49,0.31,Christian,Tue Mar 19 11:51:43 UTC 1991,2.9,99880 Swift Union,Portland,California,United States,90117,2467454,+216 59424612,204.215.189.197,TN,61.41732283464567,100.548,18.74,Normal,18.5 - 25,Middle income,West,39538223,"77,339"
241,Courtney Pagac,61,Mechanical Engineer,101107,609,6771-8950-5187-2817,True,True,171.0,60.4,BROWN,courtney_pagac@gmail.com,Male,False,B+,courtney60,0.07,Christianity,Sun Dec 09 03:15:29 UTC 1962,2.2,60397 Boyer Stream,North La Crosse,Texas,United States,79257,2411880,+220 95783392,110.148.69.244,GM,67.32283464566929,133.182,20.66,Normal,18.5 - 25,Middle income,South,29145505,"61,985"
242,Lue Anderson,47,Industrial Designer,77621,771,3683-137888-3231,False,False,166.0,79.1,HAZEL,lueanderson@yahoo.com,Male,True,A+,lue42,0.26,Christian,Sun May 15 05:36:58 UTC 1977,3.1,244 Collins Tunnel,Portage,Tennessee,United States,36944,5381110,+1 80818528128,194.120.186.182,US,65.35433070866142,174.41549999999998,28.71,Overweight,18.5 - 25,Middle income,South,6910840,"58,279"
243,Salvatore Jakubowski,28,Geotechnical Engineer,92998,366,3683-847420-6878,True,True,161.0,50.6,GREEN,salvatorejakubowski@gmail.com,Female,False,A+,salvatore66,0.24,Hinduism,Mon Sep 04 06:53:40 UTC 1995,3.3,39179 Schumm Tunnel,Huber Heights,Kansas,United States,24620-2614,598818,+370 33579279,3.56.96.33,LT,63.38582677165354,111.57300000000001,19.52,Normal,18.5 - 25,Middle income,Midwest,2937880,"60,152"
244,Tess Pollich,76,Retired,0,452,6767-2062-6758-1522-90,True,True,170.0,64.1,BROWN,tesspollich@gmail.com,Male,False,A+,tess62,0.57,Hinduism,Fri Apr 16 13:05:02 UTC 1948,3.3,61126 Carlene Creek,Mahwah,Florida,United States,95844-4476,3337476,+387 729597780,147.197.141.200,BA,66.92913385826772,141.3405,22.18,Normal,18.5 - 25,Low income,South,21538187,"63,597"
245,Yvone Ziemann,52,Veterinary Technician,35589,747,6706228347683170,False,False,166.0,64.2,GRAY,ziemann.yvone@gmail.com,Other,True,A-,yvone14,-0.96,Islam,Mon Dec 27 17:42:19 UTC 1971,2.9,71887 Stanley Roads,Ludlow,New York,United States,19605,4502434,+1 73573748068,212.196.179.209,US,65.35433070866142,141.561,23.3,Normal,18.5 - 25,Low income,Northeast,20201249,"78,089"
246,Lorenzo Hamill,41,Computer Hardware Engineer,108730,575,5019-6076-1465-8599,False,True,150.0,64.5,AMBER,lorenzo_hamill@outlook.com,Male,True,A+,lorenzo41,-1.0,Christian,Thu Oct 14 08:46:16 UTC 1982,2.4,79862 Emmerich Creek,Pennsauken,California,United States,44440-3630,5173930,+1 09256189972,48.184.116.160,US,59.05511811023622,142.2225,28.67,Overweight,18.5 - 25,Middle income,West,39538223,"77,339"
247,Beverly Armstrong,29,Landscape Architect,77334,785,3431-312989-63074,True,True,151.0,80.2,BROWN,beverly_armstrong@yahoo.com,Male,False,A+,beverly69,-0.65,Hinduism,Sun Jul 09 05:18:23 UTC 1995,0.0,1130 Dung Spring,Brandon,Texas,United States,64426,1282027,+960 40752288,6.153.231.20,MV,59.44881889763779,176.841,35.17,Obese Class II,18.5 - 25,Middle income,South,29145505,"61,985"
248,Louie Funk,23,Military Enlisted Member,48163,439,5019-3819-3636-6055,False,False,171.0,70.4,GRAY,funk.funk@gmail.com,Male,False,O+,louie37,0.06,Christian,Mon Nov 13 11:39:47 UTC 2000,1.6,808 Erwin Port,Buffalo,Connecticut,United States,72086,4219762,+1 55953791122,148.252.152.245,US,67.32283464566929,155.23200000000003,24.08,Normal,18.5 - 25,Low income,Northeast,3605944,"84,972"
249,Ron Wyman,24,Insurance Agent,68282,491,6011-6252-1865-6283-2363,False,False,160.0,55.1,BLUE,ron_wyman@gmail.com,Female,True,A+,ron32,-0.77,Christian,Sat Nov 27 06:03:34 UTC 1999,0.0,44066 Chan Brooks,New Iberia,Massachusetts,United States,61733,4132093,+1 14569209666,249.176.150.239,US,62.99212598425197,121.4955,21.52,Normal,18.5 - 25,Middle income,Northeast,7029917,"84,945"
250,Crysta Wintheiser,45,Cybersecurity Specialist,75022,587,3528-2283-8292-1777,False,True,170.0,66.0,BLUE,wintheiser@gmail.com,Female,False,A-,crysta96,0.09,Christian,Sat Mar 17 22:39:40 UTC 1979,3.3,0406 Harber Rapid,Nashua,Utah,United States,31810,4535414,+1 15487901274,183.168.114.72,US,66.92913385826772,145.53,22.84,Normal,18.5 - 25,Middle income,West,3271616,"57,925"
251,Dennis Zieme,19,Agricultural Engineer,66242,737,6007-2259-3208-5981,True,False,165.0,55.0,GRAY,zieme@yahoo.com,Female,False,A-,dennis31,0.0,Islam,Sat Sep 04 17:23:16 UTC 2004,2.1,028 Edmundo Keys,Lexington,California,United States,10629,4158482,+1 08344314523,72.213.184.33,US,64.96062992125984,121.275,20.2,Healthy weight,5 - 85,Middle income,West,39538223,"77,339"
252,Daryl Daugherty,25,Unemployed,16017,732,6759-4952-3749-2748-848,True,True,160.0,50.8,BROWN,daryl_daugherty@yahoo.com,Female,False,B+,daryl31,-0.78,Hinduism,Mon Mar 22 05:25:08 UTC 1999,2.3,2465 Blanda Spur,Carpentersville,Arizona,United States,25913,5104844,+1 91369945196,151.226.159.98,US,62.99212598425197,112.014,19.84,Normal,18.5 - 25,Low income,West,7151502,"56,667"
253,Tonia Bins,53,Microbiologist,93456,810,6771-8947-3309-7984,True,False,165.0,61.0,GRAY,tonia_bins@gmail.com,Female,True,B+,tonia20,0.77,Christianity,Sat Apr 24 21:39:31 UTC 1971,3.5,320 Len Glens,Summerlin South,Ohio,United States,22353,4157898,+1 73011862329,115.79.235.180,US,64.96062992125984,134.505,22.41,Normal,18.5 - 25,Middle income,Midwest,11799448,"57,880"
254,Mary Effertz,33,Accountant,80835,482,6759-1165-0287-9224-914,False,True,161.0,74.8,BROWN,effertz.effertz@yahoo.com,Female,True,A-,mary91,-0.8,Islam,Tue Jul 31 20:55:20 UTC 1990,2.5,239 Henry Trafficway,Drexel Hill,Colorado,United States,35727,2440485,+1 82111116,57.149.1.50,US,63.38582677165354,164.934,28.86,Overweight,18.5 - 25,Middle income,Unknown,5773714,"74,167"
